,index,count,d_cap,d_tract,distance,end station latitude,end station longitude,o_cap,o_tract,start station latitude,start station longitude,tripduration,o_pop,d_pop,o_housing,d_housing,tract_x,o_sq_foot,tract_y,d_sq_foot,tract,diffs_out,start,end,weighted,total_out,total_in,o_hub,d_hub,od_hub,SX,SY,EX,EY
6261,6261,40,30.0,006200,,40.7381765,-73.97738662,28.0,001401,40.71559509,-73.9870295,1034.65,3289,4680,1708,1401,001401,20168722.3199,006200,231817485.533,,0.0,001401,006200,21243.4705615,26885,32285,hub,hub,non_hub,585558.18429,4507679.57909,586343.467107,4510195.70961
6262,6262,62,60.0,006200,,40.7381765,-73.97738662,67.0,001501,40.70966832,-74.003597135,1475.16353187,5581,4680,3450,1401,001501,172466366.322,006200,231817485.533,,0.0,001501,006200,21243.4705615,27425,32285,hub,hub,non_hub,584166.279828,4507005.66129,586343.467107,4510195.70961
6263,6263,173,90.0,006200,,40.7381765,-73.97738662,123.0,001502,40.7088053467,-74.00635276,1576.23737788,7095,4680,3459,1401,001502,221282059.103,006200,231817485.533,,0.0,001502,006200,21243.4705615,82052,32285,hub,hub,non_hub,583934.59195,4506907.22889,586343.467107,4510195.70961
6264,6264,257,90.0,006200,,40.7381765,-73.97738662,107.0,001600,40.7153350167,-73.9943926833,1199.82635732,8236,4680,3242,1401,001600,76565505.7581,006200,231817485.533,,0.0,001600,006200,21243.4705615,82798,32285,hub,hub,non_hub,584936.591099,4507643.5622,586343.467107,4510195.70961
6265,6265,445,120.0,006200,,40.7381765,-73.97738662,154.0,001800,40.7193657075,-73.9906468425,845.236743199,8063,4680,3489,1401,001800,60554858.5127,006200,231817485.533,,0.0,001800,006200,21243.4705615,133306,32285,hub,hub,non_hub,585247.838585,4508094.62497,586343.467107,4510195.70961
6266,6266,77,60.0,006200,,40.7381765,-73.97738662,46.0,002000,40.721554605,-73.977309405,819.776515152,4795,4680,1899,1401,002000,17907673.5628,006200,231817485.533,,0.0,002000,006200,21243.4705615,31656,32285,hub,hub,non_hub,586371.478696,4508350.63994,586343.467107,4510195.70961
6267,6267,46,120.0,006200,,40.7381765,-73.97738662,102.0,002100,40.71451321,-74.0108850975,1839.73727376,6111,4680,3038,1401,002100,273869828.705,006200,231817485.533,,0.0,002100,006200,21243.4705615,151037,32285,hub,hub,non_hub,583544.598931,4507536.51732,586343.467107,4510195.70961
6268,6268,51,60.0,006200,,40.7381765,-73.97738662,44.0,002201,40.71833027,-73.980972895,827.789285714,6762,4680,3030,1401,002201,37585954.9949,006200,231817485.533,,0.0,002201,006200,21243.4705615,26391,32285,hub,hub,non_hub,586066.226443,4507989.12022,586343.467107,4510195.70961
6269,6269,67,30.0,006200,,40.7381765,-73.97738662,31.0,002202,40.7208736,-73.98085795,641.940298507,2256,4680,1045,1401,002202,13179093.8977,006200,231817485.533,,0.0,002202,006200,21243.4705615,23935,32285,hub,hub,non_hub,586072.658368,4508271.55961,586343.467107,4510195.70961
6270,6270,82,60.0,006200,,40.7381765,-73.97738662,48.0,002400,40.724744875,-73.974986535,763.067915691,5775,4680,2175,1401,002400,17986635.5592,006200,231817485.533,,0.0,002400,006200,21243.4705615,17965,32285,hub,hub,non_hub,586563.526382,4508707.06897,586343.467107,4510195.70961
6271,6271,40,60.0,006200,,40.7381765,-73.97738662,62.0,002500,40.7111743,-73.99849582,1322.57017544,5061,4680,1917,1401,002500,22428407.6271,006200,231817485.533,,0.0,002500,006200,21243.4705615,28216,32285,hub,hub,non_hub,584595.28909,4507177.73549,586343.467107,4510195.70961
6272,6272,95,30.0,006200,,40.7381765,-73.97738662,31.0,002601,40.72299208,-73.97995466,628.515789474,3774,4680,1593,1401,002601,22248722.3098,006200,231817485.533,,0.0,002601,006200,21243.4705615,22144,32285,hub,hub,non_hub,586146.216204,4508507.61099,586343.467107,4510195.70961
6273,6273,14,30.0,006200,,40.7381765,-73.97738662,27.0,002700,40.71307916,-73.99851193,1322.21428571,1191,4680,655,1401,002700,11349914.9514,006200,231817485.533,,0.0,002700,006200,21243.4705615,20570,32285,hub,hub,non_hub,584591.517275,4507389.17181,586343.467107,4510195.70961
6274,6274,192,30.0,006200,,40.7381765,-73.97738662,32.0,002800,40.72521311,-73.97768752,610.3125,7302,4680,3341,1401,002800,47641507.3146,006200,231817485.533,,0.0,002800,006200,21243.4705615,36744,32285,hub,hub,non_hub,586334.816403,4508756.38709,586343.467107,4510195.70961
6275,6275,38,30.0,006200,,40.7381765,-73.97738662,43.0,002900,40.71602118,-73.99974372,1584.39473684,5855,4680,2420,1401,002900,200965547.24,006200,231817485.533,,0.0,002900,006200,21243.4705615,31936,32285,hub,hub,non_hub,584483.752153,4507714.56961,586343.467107,4510195.70961
6276,6276,43,30.0,006200,,40.7381765,-73.97738662,35.0,003001,40.72066442,-73.98517977,983.325581395,4301,4680,2553,1401,003001,34302720.7166,006200,231817485.533,,0.0,003001,006200,21243.4705615,41223,32285,hub,hub,non_hub,585707.91731,4508244.11218,586343.467107,4510195.70961
6277,6277,89,30.0,006200,,40.7381765,-73.97738662,37.0,003002,40.72217444,-73.98368779,791.460674157,3031,4680,1885,1401,003002,18686109.2263,006200,231817485.533,,0.0,003002,006200,21243.4705615,38675,32285,hub,hub,non_hub,585831.986427,4508413.19181,586343.467107,4510195.70961
6278,6278,82,90.0,006200,,40.7381765,-73.97738662,121.0,003100,40.7140617467,-74.0041933367,1435.09966777,2809,4680,858,1401,003100,145687012.574,006200,231817485.533,,0.0,003100,006200,21243.4705615,81469,32285,hub,hub,non_hub,584110.388584,4507492.78891,586343.467107,4510195.70961
6279,6279,754,90.0,006200,,40.7381765,-73.97738662,100.0,003200,40.7260543867,-73.9823576167,576.367780351,7630,4680,4888,1401,003200,46369492.482,006200,231817485.533,,0.0,003200,006200,21243.4705615,138064,32285,hub,hub,non_hub,585939.335766,4508845.19329,586343.467107,4510195.70961
6280,6280,99,150.0,006200,,40.7381765,-73.97738662,173.0,003300,40.7188239521,-74.00632972,1392.87157576,5174,4680,2694,1401,003300,215459582.054,006200,231817485.533,,0.0,003300,006200,21243.4705615,115059,32285,hub,hub,non_hub,583923.956072,4508019.38108,586343.467107,4510195.70961
6281,6281,129,30.0,006200,,40.7381765,-73.97738662,39.0,003400,40.72955361,-73.98057249,543.837209302,6706,4680,4203,1401,003400,42933229.7541,006200,231817485.533,,0.0,003400,006200,21243.4705615,47926,32285,hub,hub,non_hub,586085.581298,4509235.37985,586343.467107,4510195.70961
6282,6282,146,60.0,006200,,40.7381765,-73.97738662,66.0,003601,40.72217423,-73.990293175,758.316389784,3299,4680,1613,1401,003601,29191583.8104,006200,231817485.533,,0.0,003601,006200,21243.4705615,77585,32285,hub,hub,non_hub,585274.124459,4508406.73315,586343.467107,4510195.70961
6283,6283,506,60.0,006200,,40.7381765,-73.97738662,62.0,003602,40.724852985,-73.989265345,650.572560045,2918,4680,1586,1401,003602,24941258.1161,006200,231817485.533,,0.0,003602,006200,21243.4705615,82124,32285,hub,hub,non_hub,585357.507872,4508705.09166,586343.467107,4510195.70961
6284,6284,306,120.0,006200,,40.7381765,-73.97738662,148.0,003700,40.7256696075,-74.0052069325,1203.770131,2401,4680,1490,1401,003700,212385639.924,006200,231817485.533,,0.0,003700,006200,21243.4705615,173333,32285,hub,hub,non_hub,584010.178026,4508780.36793,586343.467107,4510195.70961
6285,6285,883,120.0,006200,,40.7381765,-73.97738662,160.0,003800,40.72765889,-73.988195855,610.281785342,8610,4680,5795,1401,003800,67437493.5221,006200,231817485.533,,0.0,003800,006200,21243.4705615,167230,32285,hub,hub,non_hub,585444.239635,4509017.60641,586343.467107,4510195.70961
6286,6286,62,120.0,006200,,40.7381765,-73.97738662,106.0,003900,40.7201717475,-74.00983051,1583.43589744,5253,4680,3059,1401,003900,194910113.03,006200,231817485.533,,0.0,003900,006200,21243.4705615,113624,32285,hub,hub,non_hub,583626.593058,4508165.65565,586343.467107,4510195.70961
6287,6287,499,60.0,006200,,40.7381765,-73.97738662,66.0,004000,40.73000573,-73.98549552,492.500218199,9801,4680,4546,1401,004000,66858387.5133,006200,231817485.533,,0.0,004000,006200,21243.4705615,99660,32285,hub,hub,non_hub,585669.269443,4509280.75306,586343.467107,4510195.70961
6288,6288,196,60.0,006200,,40.7381765,-73.97738662,64.0,004100,40.7195529,-73.996789035,1238.33095238,7793,4680,3765,1401,004100,71738983.3617,006200,231817485.533,,0.0,004100,006200,21243.4705615,114685,32285,hub,hub,non_hub,584728.836557,4508109.46034,586343.467107,4510195.70961
6289,6289,134,30.0,006200,,40.7381765,-73.97738662,35.0,004200,40.73223272,-73.98889957,613.917910448,4988,4680,1801,1401,004200,39941846.3325,006200,231817485.533,,0.0,004200,006200,21243.4705615,50846,32285,hub,hub,non_hub,585378.96492,4509524.64843,586343.467107,4510195.70961
6290,6290,163,60.0,006200,,40.7381765,-73.97738662,67.0,004300,40.723870235,-73.995226525,878.346543779,4267,4680,2598,1401,004300,65935514.1184,006200,231817485.533,,0.0,004300,006200,21243.4705615,95162,32285,hub,hub,non_hub,584855.320992,4508590.22212,586343.467107,4510195.70961
6291,6291,1519,60.0,006200,,40.7381765,-73.97738662,60.0,004400,40.73080269,-73.97968993,400.83106383,17710,4680,8297,1401,004400,114601147.016,006200,231817485.533,,0.0,004400,006200,21243.4705615,106427,32285,hub,hub,non_hub,586158.498991,4509374.90208,586343.467107,4510195.70961
6292,6292,31,30.0,006200,,40.7381765,-73.97738662,27.0,004500,40.71910537,-73.99973337,1208.70967742,840,4680,582,1401,004500,52009114.8865,006200,231817485.533,,0.0,004500,006200,21243.4705615,34275,32285,hub,hub,non_hub,584480.726971,4508056.94497,586343.467107,4510195.70961
6293,6293,22,30.0,006200,,40.7381765,-73.97738662,39.0,004700,40.72165481,-74.00234737,1220.72727273,2267,4680,1586,1401,004700,75477587.1594,006200,231817485.533,,0.0,004700,006200,21243.4705615,27544,32285,hub,hub,non_hub,584256.734795,4508337.43837,586343.467107,4510195.70961
6294,6294,147,30.0,006200,,40.7381765,-73.97738662,35.0,004800,40.73624527,-73.98473765,403.204081633,7550,4680,3799,1401,004800,74763044.6965,006200,231817485.533,,0.0,004800,006200,21243.4705615,42567,32285,hub,hub,non_hub,585725.258797,4509974.12516,586343.467107,4510195.70961
6295,6295,87,60.0,006200,,40.7381765,-73.97738662,73.0,004900,40.724268615,-74.000521515,1032.79745493,4951,4680,3054,1401,004900,103848670.177,006200,231817485.533,,0.0,004900,006200,21243.4705615,80152,32285,hub,hub,non_hub,584407.63728,4508629.34168,586343.467107,4510195.70961
6296,6296,902,90.0,006200,,40.7381765,-73.97738662,93.0,005000,40.7359163467,-73.9873427633,474.616533378,5061,4680,3595,1401,005000,120638459.215,006200,231817485.533,,0.0,005000,006200,21243.4705615,111023,32285,hub,hub,non_hub,585505.709717,4509935.07175,586343.467107,4510195.70961
6297,6297,683,60.0,006200,,40.7381765,-73.97738662,106.0,005200,40.73715585,-73.991241315,655.284432387,4193,4680,1785,1401,005200,109103391.81,006200,231817485.533,,0.0,005200,006200,21243.4705615,159876,32285,hub,hub,non_hub,585174.941657,4510068.87544,586343.467107,4510195.70961
6298,6298,212,30.0,006200,,40.7381765,-73.97738662,47.0,005400,40.73971301,-73.99456405,684.452830189,4656,4680,2837,1401,005400,128803552.888,006200,231817485.533,,0.0,005400,006200,21243.4705615,73728,32285,hub,hub,non_hub,584891.129718,4510349.51956,586343.467107,4510195.70961
6299,6299,138,30.0,006200,,40.7381765,-73.97738662,30.0,005501,40.72679454,-73.99695094,943.688405797,5079,4680,2483,1401,005501,61061928.4125,006200,231817485.533,,0.0,005501,006200,21243.4705615,57258,32285,hub,hub,non_hub,584705.980012,4508913.17477,586343.467107,4510195.70961
6300,6300,133,30.0,006200,,40.7381765,-73.97738662,27.0,005502,40.72743423,-73.99379025,806.338345865,2383,4680,1262,1401,005502,49017118.6146,006200,231817485.533,,0.0,005502,006200,21243.4705615,55117,32285,hub,hub,non_hub,584972.085912,4508987.23863,586343.467107,4510195.70961
6301,6301,1279,60.0,006200,,40.7381765,-73.97738662,95.0,005600,40.74065347,-73.98778661,393.870463863,2618,4680,2190,1401,005600,189153355.609,006200,231817485.533,,0.0,005600,006200,21243.4705615,113209,32285,hub,hub,non_hub,585462.168743,4510460.49357,586343.467107,4510195.70961
6302,6302,516,60.0,006200,,40.7381765,-73.97738662,82.0,005700,40.729662915,-73.992405595,761.393915477,2937,4680,1789,1401,005700,90178032.7137,006200,231817485.533,,0.0,005700,006200,21243.4705615,156896,32285,hub,hub,non_hub,585086.179601,4509235.9788,586343.467107,4510195.70961
6303,6303,799,60.0,006200,,40.7381765,-73.97738662,87.0,005800,40.743154205,-73.990299735,560.984070857,3182,4680,2306,1401,005800,164037511.755,006200,231817485.533,,0.0,005800,006200,21243.4705615,130970,32285,hub,hub,non_hub,585246.786708,4510735.64918,586343.467107,4510195.70961
6304,6304,290,30.0,006200,,40.7381765,-73.97738662,31.0,005900,40.73049393,-73.9957214,856.020689655,5516,4680,3276,1401,005900,71785177.1361,006200,231817485.533,,0.0,005900,006200,21243.4705615,53180,32285,hub,hub,non_hub,584805.117402,4509325.01914,586343.467107,4510195.70961
6305,6305,468,60.0,006200,,40.7381765,-73.97738662,63.0,006000,40.734822295,-73.976916765,499.743239055,5286,4680,2459,1401,006000,27468182.8943,006200,231817485.533,,0.0,006000,006200,21243.4705615,80462,32285,hub,hub,non_hub,586387.478737,4509823.83141,586343.467107,4510195.70961
6306,6306,773,120.0,006200,,40.7381765,-73.97738662,141.0,006100,40.73385254,-73.992357065,740.898652897,4913,4680,2683,1401,006100,91682014.33,006200,231817485.533,,0.0,006100,006200,21243.4705615,245510,32285,hub,hub,non_hub,585084.940162,4509701.10308,586343.467107,4510195.70961
6307,6307,180,90.0,006200,,40.7381765,-73.97738662,99.0,006300,40.7346940933,-73.99785666,834.366523972,6076,4680,4277,1401,006300,85447631.8451,006200,231817485.533,,0.0,006300,006200,21243.4705615,120233,32285,hub,hub,non_hub,584619.48321,4509789.20591,586343.467107,4510195.70961
6308,6308,193,30.0,006200,,40.7381765,-73.97738662,39.0,006400,40.73587678,-73.98205027,340.202072539,7518,4680,5058,1401,006400,95664936.1545,006200,231817485.533,,0.0,006400,006200,21243.4705615,47750,32285,hub,hub,non_hub,585952.649806,4509935.84788,586343.467107,4510195.70961
6309,6309,385,90.0,006200,,40.7381765,-73.97738662,106.0,006500,40.7306296367,-73.9991423,917.668895971,6517,4680,3568,1401,006500,59290910.3694,006200,231817485.533,,0.0,006500,006200,21243.4705615,125356,32285,hub,hub,non_hub,584516.067395,4509336.78488,586343.467107,4510195.70961
6310,6310,414,60.0,006200,,40.7381765,-73.97738662,82.0,006600,40.739285505,-73.97827188,648.92173913,11780,4680,6818,1401,006600,84730469.4548,006200,231817485.533,,0.0,006600,006200,21243.4705615,74621,32285,hub,hub,non_hub,586267.286922,4510317.94668,586343.467107,4510195.70961
6311,6311,167,30.0,006200,,40.7381765,-73.97738662,39.0,006700,40.73038599,-74.00214988,976.958083832,4984,4680,3796,1401,006700,47238039.9972,006200,231817485.533,,0.0,006700,006200,21243.4705615,70025,32285,hub,hub,non_hub,584262.399901,4509306.84766,586343.467107,4510195.70961
6312,6312,624,30.0,006200,,40.7381765,-73.97738662,39.0,006800,40.74025878,-73.98409214,360.663461538,6735,4680,4494,1401,006800,130298431.446,006200,231817485.533,,0.0,006800,006200,21243.4705615,58926,32285,hub,hub,non_hub,585774.608423,4510420.28363,586343.467107,4510195.70961
6313,6313,123,60.0,006200,,40.7381765,-73.97738662,67.0,006900,40.732319905,-74.0069291,1167.60934744,2687,4680,1484,1401,006900,61292499.9331,006200,231817485.533,,0.0,006900,006200,21243.4705615,130727,32285,hub,hub,non_hub,583856.38945,4509516.94969,586343.467107,4510195.70961
6314,6314,1796,90.0,006200,,40.7381765,-73.97738662,127.0,007000,40.7425409502,-73.9756646143,330.227611618,8302,4680,5669,1401,007000,78634704.8451,006200,231817485.533,,0.0,007000,006200,21243.4705615,145227,32285,hub,hub,non_hub,586483.212013,4510681.88989,586343.467107,4510195.70961
6315,6315,124,60.0,006200,,40.7381765,-73.97738662,71.0,007100,40.736526545,-74.000108805,886.569686411,5633,4680,3844,1401,007100,68447429.2743,006200,231817485.533,,0.0,007100,006200,21243.4705615,79459,32285,hub,hub,non_hub,584426.995774,4509990.4524,586343.467107,4510195.70961
6316,6316,986,90.0,006200,,40.7381765,-73.97738662,126.0,007200,40.7447014833,-73.98154809,460.768505958,7734,4680,5222,1401,007200,132092861.454,006200,231817485.533,,0.0,007200,006200,21243.4705615,157612,32285,hub,hub,non_hub,585983.687715,4510915.94446,586343.467107,4510195.70961
6317,6317,94,60.0,006200,,40.7381765,-73.97738662,59.0,007300,40.734682705,-74.00388484,1038.44230769,5615,4680,4547,1401,007300,48716185.79,006200,231817485.533,,0.0,007300,006200,21243.4705615,92567,32285,hub,hub,non_hub,584110.479319,4509782.14883,586343.467107,4510195.70961
6318,6318,321,60.0,006200,,40.7381765,-73.97738662,86.0,007400,40.746413585,-73.98586892,586.188532927,4179,4680,2700,1401,007400,170614202.951,006200,231817485.533,,0.0,007400,006200,21243.4705615,81121,32285,hub,hub,non_hub,585616.696258,4511101.7763,586343.467107,4510195.70961
6319,6319,461,60.0,006200,,40.7381765,-73.97738662,69.0,007600,40.74737476,-73.988320695,680.406571695,2203,4680,1573,1401,007600,242014413.464,006200,231817485.533,,0.0,007600,006200,21243.4705615,97464,32285,hub,hub,non_hub,585408.475283,4511206.08492,586343.467107,4510195.70961
6320,6320,58,30.0,006200,,40.7381765,-73.97738662,43.0,007700,40.7390169121,-74.0026376103,1126.37931034,5404,4680,4254,1401,007700,59306273.1509,006200,231817485.533,,0.0,007700,006200,21243.4705615,79025,32285,hub,hub,non_hub,584210.329106,4510264.47156,586343.467107,4510195.70961
6321,6321,708,30.0,006200,,40.7381765,-73.97738662,39.0,007800,40.74780373,-73.9734419,484.621468927,7380,4680,5372,1401,007800,112124597.728,006200,231817485.533,,0.0,007800,006200,21243.4705615,59601,32285,hub,hub,non_hub,586664.043115,4511268.28888,586343.467107,4510195.70961
6322,6322,135,150.0,006200,,40.7381765,-73.97738662,174.0,007900,40.738916514,-74.007286026,1099.04435203,4406,4680,2904,1401,007900,86937368.5918,006200,231817485.533,,0.0,007900,006200,21243.4705615,171846,32285,hub,hub,non_hub,583817.969395,4510248.87788,586343.467107,4510195.70961
6323,6323,519,60.0,006200,,40.7381765,-73.97738662,71.0,008000,40.7485693,-73.97717991,579.543722222,4946,4680,3730,1401,008000,197763821.532,006200,231817485.533,,0.0,008000,006200,21243.4705615,74808,32285,hub,hub,non_hub,586347.477591,4511349.58844,586343.467107,4510195.70961
6324,6324,51,30.0,006200,,40.7381765,-73.97738662,39.0,008100,40.73935542,-73.99931783,863.843137255,8675,4680,5315,1401,008100,91100400.6907,006200,231817485.533,,0.0,008100,006200,21243.4705615,53195,32285,hub,hub,non_hub,584490.204148,4510305.23824,586343.467107,4510195.70961
6325,6325,1031,90.0,006200,,40.7381765,-73.97738662,175.0,008200,40.7519821028,-73.9794610235,694.706494062,3442,4680,2534,1401,008200,262405408.076,006200,231817485.533,,0.0,008200,006200,21243.4705615,228612,32285,hub,hub,non_hub,586150.495425,4511726.19275,586343.467107,4510195.70961
6326,6326,222,120.0,006200,,40.7381765,-73.97738662,119.0,008300,40.742591315,-74.004102785,1081.19453544,4211,4680,2321,1401,008300,119862327.354,006200,231817485.533,,0.0,008300,006200,21243.4705615,186113,32285,hub,hub,non_hub,584082.11654,4510659.85081,586343.467107,4510195.70961
6327,6327,64,30.0,006200,,40.7381765,-73.97738662,38.0,008400,40.75038009,-73.98338988,760.765625,1726,4680,1041,1401,008400,147824461.739,006200,231817485.533,,0.0,008400,006200,21243.4705615,34199,32285,hub,hub,non_hub,585820.889203,4511544.50828,586343.467107,4510195.70961
6328,6328,127,30.0,006200,,40.7381765,-73.97738662,43.0,008601,40.744219,-73.97121214,698.015748031,2551,4680,1528,1401,008601,31141773.9073,006200,231817485.533,,0.0,008601,006200,21243.4705615,31961,32285,hub,hub,non_hub,586856.951039,4510872.56191,586343.467107,4510195.70961
6329,6329,528,60.0,006200,,40.7381765,-73.97738662,78.0,008700,40.74206378,-73.995708955,704.78646415,6671,4680,4249,1401,008700,85660216.7821,006200,231817485.533,,0.0,008700,006200,21243.4705615,152953,32285,hub,hub,non_hub,584791.475936,4510609.36503,586343.467107,4510195.70961
6330,6330,653,60.0,006200,,40.7381765,-73.97738662,78.0,008800,40.75012189,-73.970133575,627.275674903,6964,4680,5507,1401,008800,216532475.876,006200,231817485.533,,0.0,008800,006200,21243.4705615,43247,32285,hub,hub,non_hub,586940.323322,4511528.89362,586343.467107,4510195.70961
6331,6331,260,90.0,006200,,40.7381765,-73.97738662,120.0,008900,40.74529008,-74.0021768567,889.153352332,5560,4680,3511,1401,008900,54419260.2723,006200,231817485.533,,0.0,008900,006200,21243.4705615,158638,32285,hub,hub,non_hub,584241.316685,4510961.27944,586343.467107,4510195.70961
6332,6332,371,90.0,006200,,40.7381765,-73.97738662,110.0,009000,40.75261798,-73.9703317533,733.728306667,7026,4680,5832,1401,009000,208846060.851,006200,231817485.533,,0.0,009000,006200,21243.4705615,74531,32285,hub,hub,non_hub,586920.342162,4511805.78171,586343.467107,4510195.70961
6333,6333,184,30.0,006200,,40.7381765,-73.97738662,39.0,009100,40.74487634,-73.99529885,709.407608696,6415,4680,4386,1401,009100,127325659.041,006200,231817485.533,,0.0,009100,006200,21243.4705615,63878,32285,hub,hub,non_hub,584822.527687,4510921.97538,586343.467107,4510195.70961
6334,6334,201,60.0,006200,,40.7381765,-73.97738662,110.0,009200,40.7548518863,-73.9734329075,832.906942496,1754,4680,1461,1401,009200,408192557.246,006200,231817485.533,,0.0,009200,006200,21243.4705615,72226,32285,hub,hub,non_hub,586655.650548,4512050.69496,586343.467107,4510195.70961
6335,6335,72,30.0,006200,,40.7381765,-73.97738662,39.0,009300,40.74475148,-73.99915362,833.166666667,9705,4680,5585,1401,009300,68528055.2433,006200,231817485.533,,0.0,009300,006200,21243.4705615,52202,32285,hub,hub,non_hub,584497.239363,4510904.39701,586343.467107,4510195.70961
6336,6336,174,30.0,006200,,40.7381765,-73.97738662,31.0,009400,40.75320159,-73.9779874,768.436781609,29,4680,16,1401,009400,299218147.811,006200,231817485.533,,0.0,009400,006200,21243.4705615,82147,32285,hub,hub,non_hub,586273.319314,4511863.01244,586343.467107,4510195.70961
6337,6337,293,30.0,006200,,40.7381765,-73.97738662,51.0,009500,40.746647,-73.993915,651.883959044,3425,4680,1416,1401,009500,129660033.725,006200,231817485.533,,0.0,009500,006200,21243.4705615,57488,32285,hub,hub,non_hub,584937.108907,4511119.86954,586343.467107,4510195.70961
6338,6338,197,90.0,006200,,40.7381765,-73.97738662,140.0,009600,40.7560368639,-73.9803605827,890.739962652,153,4680,268,1401,009600,270304841.585,006200,231817485.533,,0.0,009600,006200,21243.4705615,71527,32285,hub,hub,non_hub,586069.326747,4512175.41845,586343.467107,4510195.70961
6339,6339,198,90.0,006200,,40.7381765,-73.97738662,99.0,009700,40.7493616033,-73.9991321067,910.970599327,4744,4680,2827,1401,009700,83018263.1602,006200,231817485.533,,0.0,009700,006200,21243.4705615,118804,32285,hub,hub,non_hub,584493.220017,4511416.17434,586343.467107,4510195.70961
6340,6340,152,60.0,006200,,40.7381765,-73.97738662,70.0,009800,40.755285655,-73.96667288,834.442105263,7105,4680,5244,1401,009800,115943808.909,006200,231817485.533,,0.0,009800,006200,21243.4705615,40039,32285,hub,hub,non_hub,587225.727282,4512105.54383,586343.467107,4510195.70961
6341,6341,299,150.0,006200,,40.7381765,-73.97738662,185.0,009900,40.7520807866,-74.0031899092,1017.59367336,3617,4680,2438,1401,009900,404439511.776,006200,231817485.533,,0.0,009900,006200,21243.4705615,208076,32285,hub,hub,non_hub,584147.226991,4511714.12465,586343.467107,4510195.70961
6342,6342,217,90.0,006200,,40.7381765,-73.97738662,121.0,010000,40.7583696933,-73.9710287767,988.51473545,1829,4680,1399,1401,010000,366457143.613,006200,231817485.533,,0.0,010000,006200,21243.4705615,72085,32285,hub,hub,non_hub,586854.014885,4512443.57459,586343.467107,4510195.70961
6343,6343,977,90.0,006200,,40.7381765,-73.97738662,127.0,010100,40.74945622,-73.9903382667,781.85082175,1119,4680,828,1401,010100,246168211.101,006200,231817485.533,,0.0,010100,006200,21243.4705615,183377,32285,hub,hub,non_hub,585235.486219,4511435.18064,586343.467107,4510195.70961
6344,6344,64,60.0,006200,,40.7381765,-73.97738662,81.0,010200,40.7606694,-73.973473555,1031.02024291,313,4680,268,1401,010200,333450202.294,006200,231817485.533,,0.0,010200,006200,21243.4705615,46675,32285,hub,hub,non_hub,586644.664817,4512696.44233,586343.467107,4510195.70961
6345,6345,432,60.0,006200,,40.7381765,-73.97738662,98.0,010300,40.751000495,-73.994372255,916.116629994,1859,4680,1351,1401,010300,141506056.87,006200,231817485.533,,0.0,010300,006200,21243.4705615,221593,32285,hub,hub,non_hub,584892.968075,4511602.69644,586343.467107,4510195.70961
6346,6346,86,60.0,006200,,40.7381765,-73.97738662,75.0,010400,40.761664375,-73.976854975,1141.13284233,1031,4680,1033,1401,010400,363981333.295,006200,231817485.533,,0.0,010400,006200,21243.4705615,65073,32285,hub,hub,non_hub,586357.961325,4512803.55852,586343.467107,4510195.70961
6347,6347,112,30.0,006200,,40.7381765,-73.97738662,33.0,010602,40.75849116,-73.95920622,862.178571429,4794,4680,2963,1401,010602,67980898.3739,006200,231817485.533,,0.0,010602,006200,21243.4705615,22153,32285,hub,hub,non_hub,587851.796682,4512468.82754,586343.467107,4510195.70961
6348,6348,384,90.0,006200,,40.7381765,-73.97738662,117.0,010800,40.7591736033,-73.96613818,897.352416685,8531,4680,6272,1401,010800,189351523.799,006200,231817485.533,,0.0,010800,006200,21243.4705615,79198,32285,hub,hub,non_hub,587265.778542,4512537.66689,586343.467107,4510195.70961
6349,6349,143,60.0,006200,,40.7381765,-73.97738662,114.0,010900,40.751351715,-73.987594755,886.647475369,182,4680,92,1401,010900,228173063.011,006200,231817485.533,,0.0,010900,006200,21243.4705615,60092,32285,hub,hub,non_hub,585464.669441,4511648.26242,586343.467107,4510195.70961
6350,6350,32,30.0,006200,,40.7381765,-73.97738662,59.0,011201,40.7643971,-73.97371465,1530.75,827,4680,964,1401,011201,118515444.187,006200,231817485.533,,0.0,011201,006200,21243.4705615,41525,32285,hub,hub,non_hub,586619.474659,4513110.00718,586343.467107,4510195.70961
6351,6351,341,30.0,006200,,40.7381765,-73.97738662,33.0,011203,40.76095756,-73.96724467,1001.4340176,1176,4680,1160,1401,011203,143782379.009,006200,231817485.533,,0.0,011203,006200,21243.4705615,48033,32285,hub,hub,non_hub,587170.050102,4512734.59972,586343.467107,4510195.70961
6352,6352,583,120.0,006200,,40.7381765,-73.97738662,198.0,011300,40.7548008425,-73.9888010575,949.986598788,204,4680,107,1401,011300,357940519.061,006200,231817485.533,,0.0,011300,006200,21243.4705615,236650,32285,hub,hub,non_hub,585358.423228,4512029.96675,586343.467107,4510195.70961
6353,6353,110,60.0,006200,,40.7381765,-73.97738662,82.0,011500,40.75701407,-73.992353645,1135.28891296,2487,4680,1678,1401,011500,130958459.747,006200,231817485.533,,0.0,011500,006200,21243.4705615,103294,32285,hub,hub,non_hub,585055.712647,4512272.20178,586343.467107,4510195.70961
6354,6354,29,60.0,006200,,40.7381765,-73.97738662,84.0,011700,40.76058799,-74.00080945,1496.0,2938,4680,2304,1401,011700,91270705.1484,006200,231817485.533,,0.0,011700,006200,21243.4705615,73016,32285,hub,hub,non_hub,584337.427395,4512660.77158,586343.467107,4510195.70961
