Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_Elev, se_Elev, t_Elev, est_Slope, se_Slope, t_Slope, est_SinAspct, se_SinAspct, t_SinAspct, est_CosAspct, se_CosAspct, t_CosAspct, est_AbsSouth, se_AbsSouth, t_AbsSouth, est_DistStrm, se_DistStrm, t_DistStrm, y, yhat, localpdev, Ginfluence
  155, 156, 614830.737, 5190713.524,         1.538279,         2.511563,         0.612479,        -0.001933,         0.000599,        -3.224932,         0.054259,         0.021371,         2.538966,         0.261812,         0.243446,         1.075441,        -0.198743,         1.960411,        -0.101378,        -0.000820,         0.026649,        -0.030753,        -0.001230,         0.001742,        -0.706176,         0.000000,         0.282444,         0.166113,         0.084113
  156, 157, 605129.0973, 5200481.525,         1.330919,         2.653799,         0.501515,        -0.002742,         0.000663,        -4.133097,         0.056661,         0.022348,         2.535362,         0.316749,         0.261423,         1.211633,        -1.242284,         2.060759,        -0.602828,         0.011205,         0.027990,         0.400323,        -0.002118,         0.001877,        -1.128370,         0.000000,         0.207703,         0.236028,         0.084911
  157, 158, 602693.0273, 5183588.584,         1.871758,         2.783180,         0.672525,        -0.002805,         0.000695,        -4.037622,         0.088176,         0.024279,         3.631707,         0.044982,         0.275879,         0.163051,         0.190334,         2.188254,         0.086980,        -0.007743,         0.029660,        -0.261071,        -0.000715,         0.001941,        -0.368533,         0.000000,         0.286069,         0.260905,         0.188336
  158, 159, 614631.3761, 5196376.528,         1.754121,         2.734551,         0.641466,        -0.002014,         0.000641,        -3.140923,         0.039637,         0.023114,         1.714870,         0.355084,         0.270951,         1.310511,        -0.642599,         2.130493,        -0.301620,         0.004135,         0.029048,         0.142338,        -0.002249,         0.001961,        -1.146793,         0.000000,         0.364072,         0.158072,         0.082613
  159, 160, 615233.5888, 5180633.854,         0.259293,         2.769147,         0.093636,        -0.001737,         0.000682,        -2.548909,         0.094463,         0.024201,         3.903243,         0.091162,         0.265950,         0.342778,         0.043959,         2.165438,         0.020300,        -0.005457,         0.029300,        -0.186245,        -0.001000,         0.001982,        -0.504438,         0.000000,         0.605950,         0.235153,         0.122018
  160, 161, 629997.8663, 5185066.623,         0.384734,         2.911853,         0.132127,        -0.003157,         0.000792,        -3.988403,         0.062209,         0.026963,         2.307205,        -0.051705,         0.277741,        -0.186164,        -2.541313,         2.285354,        -1.112000,         0.024797,         0.030776,         0.805713,        -0.000328,         0.002222,        -0.147640,         0.000000,         0.128185,         0.280961,         0.060080
  161, 162, 630805.6898, 5185164.021,         0.323867,         2.855015,         0.113438,        -0.003059,         0.000767,        -3.987874,         0.062988,         0.026264,         2.398238,        -0.034685,         0.271516,        -0.127747,        -2.481391,         2.238013,        -1.108747,         0.024072,         0.030175,         0.797755,        -0.000543,         0.002171,        -0.250142,         0.000000,         0.513467,         0.277693,         0.070475
  162, 163, 627164.8181, 5192535.286,         0.642850,         2.803637,         0.229291,        -0.002571,         0.000695,        -3.699535,         0.046585,         0.025028,         1.861295,         0.183416,         0.260058,         0.705290,        -2.101377,         2.193376,        -0.958056,         0.021690,         0.029787,         0.728177,        -0.001737,         0.002089,        -0.831438,         0.000000,         0.422010,         0.212649,         0.055318
  163, 164, 625341.3272, 5179587.716,        -0.128090,         2.873667,        -0.044574,        -0.002611,         0.000748,        -3.490552,         0.082753,         0.025999,         3.182929,        -0.131241,         0.272473,        -0.481668,        -1.763984,         2.244520,        -0.785907,         0.015010,         0.030259,         0.496057,        -0.000394,         0.002225,        -0.176964,         0.000000,         0.166740,         0.294589,         0.082297
  164, 165, 607806.954, 5176970.251,         1.326570,         2.859935,         0.463846,        -0.002083,         0.000674,        -3.090056,         0.100704,         0.025374,         3.968757,         0.030393,         0.279000,         0.108935,         0.774141,         2.260094,         0.342526,        -0.016221,         0.030608,        -0.529973,        -0.000672,         0.002019,        -0.332869,         0.000000,         0.137765,         0.249680,         0.099598
  165, 166, 599609.6739, 5176571.718,         1.610435,         2.617390,         0.615283,        -0.002542,         0.000629,        -4.039909,         0.093441,         0.023530,         3.971219,         0.015966,         0.257384,         0.062031,         0.317708,         2.063642,         0.153955,        -0.010214,         0.027984,        -0.364978,        -0.000822,         0.001893,        -0.434387,         0.000000,         0.286061,         0.267155,         0.084581
  166, 167, 613984.9335, 5178226.552,         0.320397,         2.863537,         0.111889,        -0.001689,         0.000704,        -2.398397,         0.102042,         0.025301,         4.033153,         0.091869,         0.275272,         0.333739,         0.323650,         2.247688,         0.143992,        -0.009998,         0.030406,        -0.328807,        -0.001067,         0.002072,        -0.514745,         0.000000,         0.703760,         0.245149,         0.067328
  167, 168, 601097.2586, 5185123.378,         1.810616,         2.726243,         0.664143,        -0.002877,         0.000687,        -4.189585,         0.084811,         0.023592,         3.594910,         0.079404,         0.267432,         0.296914,        -0.050927,         2.134454,        -0.023859,        -0.004595,         0.028968,        -0.158640,        -0.000894,         0.001899,        -0.470755,         0.000000,         0.376082,         0.265060,         0.069252
  168, 169, 617942.3176, 5179230.595,        -0.091799,         2.857197,        -0.032129,        -0.001826,         0.000722,        -2.530228,         0.097903,         0.025633,         3.819393,         0.023831,         0.271925,         0.087637,        -0.326214,         2.234414,        -0.145995,        -0.001486,         0.030206,        -0.049202,        -0.001122,         0.002211,        -0.507385,         0.000000,         0.226140,         0.261617,         0.055490
  169, 170, 602928.4668, 5177950.051,         1.695978,         2.724972,         0.622383,        -0.002483,         0.000652,        -3.809103,         0.095517,         0.024407,         3.913454,         0.008843,         0.269802,         0.032777,         0.539440,         2.154106,         0.250424,        -0.012975,         0.029176,        -0.444700,        -0.000683,         0.001957,        -0.349091,         0.000000,         0.179170,         0.261104,         0.274895
  170, 171, 605448.5061, 5194611.001,         1.799806,         2.801513,         0.642441,        -0.002907,         0.000707,        -4.111630,         0.059200,         0.023246,         2.546661,         0.320385,         0.274860,         1.165631,        -0.874199,         2.169094,        -0.403025,         0.006589,         0.029499,         0.223359,        -0.001719,         0.001932,        -0.889451,         0.000000,         0.462398,         0.241407,         0.126997
  171, 172, 625274.7638, 5178653.685,        -0.181415,         2.856071,        -0.063519,        -0.002539,         0.000740,        -3.433054,         0.085112,         0.025756,         3.304619,        -0.130087,         0.270861,        -0.480272,        -1.679425,         2.230290,        -0.753007,         0.013780,         0.030079,         0.458130,        -0.000482,         0.002208,        -0.218121,         0.000000,         0.262648,         0.295445,         0.064594
  172, 173, 610083.3513, 5193935.369,         1.925437,         2.651498,         0.726169,        -0.002448,         0.000652,        -3.756740,         0.050922,         0.022254,         2.288261,         0.342451,         0.264445,         1.294980,        -0.538530,         2.063011,        -0.261041,         0.002610,         0.028043,         0.093075,        -0.001723,         0.001878,        -0.917438,         0.000000,         0.057131,         0.200394,         0.097830
  173, 174, 599697.963, 5195728.878,         1.396742,         2.639475,         0.529174,        -0.002888,         0.000669,        -4.314706,         0.069102,         0.022154,         3.119191,         0.228739,         0.253808,         0.901232,        -0.938584,         2.044683,        -0.459036,         0.007118,         0.027791,         0.256141,        -0.001653,         0.001826,        -0.905241,         0.000000,         0.180992,         0.258031,         0.067354
  174, 175, 630666.5992, 5193821.699,         0.447004,         2.677233,         0.166965,        -0.002543,         0.000659,        -3.861012,         0.052809,         0.023681,         2.230058,         0.150820,         0.249432,         0.604656,        -2.120672,         2.092180,        -1.013618,         0.021187,         0.028425,         0.745355,        -0.001946,         0.001984,        -0.980784,         0.000000,         0.185978,         0.227808,         0.118268
  175, 176, 616782.5476, 5194719.319,         1.459929,         2.652490,         0.550399,        -0.001926,         0.000620,        -3.106235,         0.042469,         0.022576,         1.881153,         0.311995,         0.257532,         1.211484,        -0.701506,         2.069897,        -0.338909,         0.005320,         0.028202,         0.188629,        -0.002006,         0.001888,        -1.062208,         0.000000,         0.656433,         0.153870,         0.039466
  176, 177, 602516.4549, 5179796.718,         1.787473,         2.751864,         0.649550,        -0.002600,         0.000668,        -3.891086,         0.093865,         0.024529,         3.826672,         0.012413,         0.273660,         0.045359,         0.468582,         2.174406,         0.215499,        -0.011825,         0.029441,        -0.401645,        -0.000664,         0.001966,        -0.337839,         0.000000,         0.585069,         0.261323,         0.058013
  177, 178, 614445.4425, 5182094.883,         0.367793,         2.772405,         0.132662,        -0.001708,         0.000678,        -2.520255,         0.090653,         0.023877,         3.796620,         0.114127,         0.268550,         0.424973,         0.106572,         2.166865,         0.049183,        -0.005592,         0.029319,        -0.190740,        -0.000867,         0.001922,        -0.451276,         0.000000,         0.492142,         0.218272,         0.060661
  178, 179, 612383.1528, 5191531.042,         1.945469,         2.577568,         0.754769,        -0.002108,         0.000625,        -3.371512,         0.052560,         0.021744,         2.417235,         0.302505,         0.255366,         1.184592,        -0.077059,         2.009068,        -0.038355,        -0.002733,         0.027296,        -0.100120,        -0.001304,         0.001808,        -0.721505,         0.000000,         0.488710,         0.173740,         0.061517
  179, 180, 625278.7244, 5177509.148,        -0.256070,         2.879488,        -0.088929,        -0.002495,         0.000744,        -3.352640,         0.088020,         0.025936,         3.393797,        -0.141938,         0.273574,        -0.518827,        -1.632288,         2.250742,        -0.725222,         0.012888,         0.030351,         0.424620,        -0.000509,         0.002242,        -0.226889,         0.000000,         0.194966,         0.299221,         0.090080
  180, 181, 614593.2952, 5178443.402,         0.220419,         2.865998,         0.076908,        -0.001676,         0.000709,        -2.363317,         0.101922,         0.025377,         4.016267,         0.091904,         0.275630,         0.333432,         0.244558,         2.248534,         0.108763,        -0.008895,         0.030407,        -0.292546,        -0.001113,         0.002098,        -0.530477,         0.000000,         0.409791,         0.246034,         0.090386
  181, 182, 606699.0664, 5185465.905,         1.716294,         2.743748,         0.625529,        -0.002588,         0.000677,        -3.820566,         0.081267,         0.023360,         3.478971,         0.096678,         0.270732,         0.357098,         0.109293,         2.143614,         0.050986,        -0.006073,         0.029075,        -0.208876,        -0.000688,         0.001846,        -0.372423,         0.000000,         0.282358,         0.237614,         0.076191
  182, 183, 623633.9085, 5180889.708,        -0.063564,         2.955979,        -0.021504,        -0.002597,         0.000770,        -3.373634,         0.082037,         0.026885,         3.051380,        -0.135910,         0.278374,        -0.488229,        -1.640590,         2.311175,        -0.709851,         0.014233,         0.031156,         0.456824,        -0.000254,         0.002320,        -0.109326,         0.000000,         0.190624,         0.291429,         0.060745
  183, 184, 628436.3744, 5196178.254,         0.550010,         2.737178,         0.200941,        -0.002414,         0.000659,        -3.663399,         0.047326,         0.023988,         1.972868,         0.203287,         0.255124,         0.796815,        -2.043806,         2.140166,        -0.954976,         0.020818,         0.029110,         0.715131,        -0.002274,         0.002026,        -1.122012,         0.000000,         0.431498,         0.207965,         0.113973
  184, 185, 618111.9082, 5198949.225,         1.223497,         2.769453,         0.441783,        -0.001980,         0.000641,        -3.089876,         0.037669,         0.023586,         1.597061,         0.324755,         0.269803,         1.203677,        -1.189457,         2.157096,        -0.551416,         0.011091,         0.029423,         0.376964,        -0.002669,         0.001995,        -1.338047,         0.000000,         0.576719,         0.157518,         0.075225
  185, 186, 621223.9488, 5181594.575,        -0.040344,         3.026145,        -0.013332,        -0.002339,         0.000774,        -3.021763,         0.084618,         0.027398,         3.088479,        -0.091300,         0.282551,        -0.323128,        -1.164896,         2.376334,        -0.490207,         0.009572,         0.032062,         0.298556,        -0.000399,         0.002395,        -0.166638,         0.000000,         0.349201,         0.276290,         0.163494
  186, 187, 599632.1336, 5183855.997,         1.798479,         2.710756,         0.663460,        -0.002861,         0.000681,        -4.203408,         0.087026,         0.023690,         3.673503,         0.061776,         0.266341,         0.231943,         0.010831,         2.126405,         0.005093,        -0.005568,         0.028848,        -0.193020,        -0.000880,         0.001908,        -0.461055,         0.000000,         0.090859,         0.268243,         0.072359
  187, 188, 608376.7416, 5172803.381,         1.086798,         2.621529,         0.414566,        -0.002111,         0.000615,        -3.435050,         0.097906,         0.023403,         4.183435,         0.009908,         0.250774,         0.039511,         0.383024,         2.061655,         0.185785,        -0.011656,         0.028019,        -0.415991,        -0.000875,         0.001865,        -0.469371,         0.000000,         0.709671,         0.262869,         0.051833
  188, 189, 620397.2802, 5176629.062,        -0.436463,         2.995664,        -0.145698,        -0.001966,         0.000771,        -2.549354,         0.103022,         0.027396,         3.760506,        -0.080443,         0.285015,        -0.282242,        -0.747009,         2.344445,        -0.318630,         0.002224,         0.031656,         0.070250,        -0.001079,         0.002466,        -0.437458,         0.000000,         0.409430,         0.293637,         0.109299
  189, 190, 600555.2441, 5196896.328,         1.391633,         2.659401,         0.523288,        -0.002890,         0.000674,        -4.289069,         0.066686,         0.022266,         2.995025,         0.250690,         0.256483,         0.977414,        -1.019356,         2.059552,        -0.494941,         0.008212,         0.027991,         0.293370,        -0.001741,         0.001841,        -0.945948,         0.000000,         0.234913,         0.255414,         0.051445
  190, 191, 621794.2115, 5181362.07,        -0.070387,         3.049116,        -0.023085,        -0.002428,         0.000785,        -3.091153,         0.084531,         0.027703,         3.051369,        -0.118498,         0.285298,        -0.415349,        -1.311558,         2.393109,        -0.548056,         0.011058,         0.032273,         0.342652,        -0.000316,         0.002435,        -0.129766,         0.000000,         0.250367,         0.283888,         0.152362
  191, 192, 618820.1396, 5187343.022,         0.922966,         2.689072,         0.343228,        -0.002006,         0.000643,        -3.120560,         0.061231,         0.023367,         2.620344,         0.145043,         0.246636,         0.588087,        -0.552126,         2.109802,        -0.261696,         0.004067,         0.028609,         0.142172,        -0.000552,         0.001811,        -0.304695,         0.000000,         0.354423,         0.184690,         0.066551
  192, 193, 616485.6179, 5193762.708,         1.532737,         2.636862,         0.581273,        -0.001901,         0.000619,        -3.072470,         0.043896,         0.022449,         1.955416,         0.306305,         0.255567,         1.198529,        -0.546713,         2.058703,        -0.265562,         0.003481,         0.028040,         0.124138,        -0.001819,         0.001869,        -0.973472,         0.000000,         0.733887,         0.151902,         0.057826
  193, 194, 612561.3086, 5200997.536,         1.240700,         2.579984,         0.480895,        -0.002337,         0.000621,        -3.765034,         0.046822,         0.022015,         2.126799,         0.327035,         0.257900,         1.268071,        -1.240448,         2.012022,        -0.616518,         0.011336,         0.027357,         0.414376,        -0.002446,         0.001879,        -1.301610,         0.000000,         0.074629,         0.198643,         0.089204
  194, 195, 606906.5073, 5178130.077,         1.453194,         2.853739,         0.509224,        -0.002194,         0.000676,        -3.244549,         0.098862,         0.025292,         3.908839,         0.023845,         0.280552,         0.084992,         0.735833,         2.255403,         0.326253,        -0.015493,         0.030526,        -0.507527,        -0.000622,         0.002013,        -0.308806,         0.000000,         0.277574,         0.248756,         0.046724
  195, 196, 607431.4267, 5191386.404,         1.970953,         2.724142,         0.723513,        -0.002725,         0.000682,        -3.994318,         0.061486,         0.022648,         2.714907,         0.277443,         0.268364,         1.033832,        -0.430463,         2.111868,        -0.203830,         0.001108,         0.028699,         0.038608,        -0.001314,         0.001867,        -0.703754,         0.000000,         0.537019,         0.227179,         0.046607
  196, 197, 617384.0277, 5175627.193,        -0.045470,         2.862818,        -0.015883,        -0.001775,         0.000720,        -2.465808,         0.104522,         0.025784,         4.053697,         0.006547,         0.270712,         0.024184,        -0.119816,         2.241638,        -0.053450,        -0.005469,         0.030361,        -0.180141,        -0.001167,         0.002182,        -0.534916,         0.000000,         0.333656,         0.273399,         0.100756
  197, 198, 609363.1225, 5201169.128,         1.245797,         2.570290,         0.484691,        -0.002510,         0.000630,        -3.981209,         0.051589,         0.021859,         2.360066,         0.320181,         0.256003,         1.250693,        -1.253366,         2.001817,        -0.626114,         0.011413,         0.027192,         0.419731,        -0.002294,         0.001856,        -1.236216,         0.000000,         0.426739,         0.216378,         0.049975
  198, 199, 610108.3533, 5172385.979,         0.948489,         2.655337,         0.357201,        -0.002030,         0.000625,        -3.246823,         0.099493,         0.023668,         4.203707,         0.008541,         0.252437,         0.033834,         0.379619,         2.087506,         0.181853,        -0.011777,         0.028379,        -0.415000,        -0.000894,         0.001885,        -0.474552,         0.000000,         0.327147,         0.263661,         0.100751
  199, 200, 622123.5707, 5175401.98,        -0.381746,         2.918529,        -0.130801,        -0.002127,         0.000747,        -2.847600,         0.099018,         0.026374,         3.754374,        -0.116409,         0.276262,        -0.421371,        -1.025711,         2.282086,        -0.449462,         0.005191,         0.030830,         0.168375,        -0.000854,         0.002313,        -0.369008,         0.000000,         0.012000,         0.298155,         0.108205
  200, 201, 619515.4593, 5183595.696,         0.318867,         2.817507,         0.113173,        -0.002109,         0.000696,        -3.031035,         0.077574,         0.024895,         3.116113,         0.027032,         0.260353,         0.103828,        -0.742206,         2.209693,        -0.335887,         0.005464,         0.029888,         0.182802,        -0.000502,         0.002031,        -0.247427,         0.000000,         0.526656,         0.235180,         0.119006
  201, 202, 623891.2041, 5183308.71,         0.263827,         2.972835,         0.088746,        -0.002799,         0.000778,        -3.596778,         0.071095,         0.027151,         2.618464,        -0.099051,         0.276832,        -0.357804,        -1.816343,         2.333435,        -0.778399,         0.017286,         0.031432,         0.549949,         0.000056,         0.002232,         0.025205,         0.000000,         0.641809,         0.277650,         0.057616
  202, 203, 616814.4644, 5186886.833,         0.983590,         2.653915,         0.370619,        -0.001836,         0.000633,        -2.902414,         0.066501,         0.022711,         2.928153,         0.154345,         0.248519,         0.621060,        -0.148886,         2.077351,        -0.071671,        -0.000962,         0.028181,        -0.034132,        -0.000569,         0.001765,        -0.322341,         0.000000,         0.565980,         0.177853,         0.069136
  203, 204, 621981.5815, 5177272.471,        -0.441478,         3.019026,        -0.146232,        -0.002192,         0.000780,        -2.808766,         0.098236,         0.027554,         3.565206,        -0.136454,         0.287222,        -0.475083,        -1.141205,         2.361981,        -0.483156,         0.007038,         0.031863,         0.220896,        -0.000788,         0.002495,        -0.316024,         0.000000,         0.158029,         0.301538,         0.148901
  204, 205, 614755.4792, 5178248.259,         0.236931,         2.842694,         0.083347,        -0.001700,         0.000703,        -2.419769,         0.101537,         0.025179,         4.032569,         0.082021,         0.272517,         0.300975,         0.215537,         2.229087,         0.096693,        -0.008615,         0.030159,        -0.285662,        -0.001102,         0.002078,        -0.530448,         0.000000,         0.631138,         0.248387,         0.053599
  205, 206, 626410.6205, 5180819.754,        -0.016966,         2.862653,        -0.005927,        -0.002747,         0.000751,        -3.655987,         0.077705,         0.025995,         2.989182,        -0.118416,         0.271692,        -0.435846,        -1.960538,         2.237400,        -0.876257,         0.017552,         0.030148,         0.582216,        -0.000321,         0.002195,        -0.146372,         0.000000,         0.102897,         0.291626,         0.051730
  206, 207, 609217.2916, 5197701.909,         1.556356,         2.642376,         0.588999,        -0.002541,         0.000650,        -3.906616,         0.050498,         0.022305,         2.263917,         0.345134,         0.263832,         1.308157,        -1.015736,         2.056613,        -0.493888,         0.008487,         0.027954,         0.303591,        -0.002121,         0.001892,        -1.121288,         0.000000,         0.673165,         0.212600,         0.079079
  207, 208, 608835.4826, 5181918.753,         1.154704,         2.879294,         0.401037,        -0.002111,         0.000697,        -3.027329,         0.092435,         0.024795,         3.727939,         0.061029,         0.283581,         0.215207,         0.440314,         2.258273,         0.194978,        -0.010583,         0.030561,        -0.346274,        -0.000560,         0.001937,        -0.289015,         0.000000,         0.507381,         0.227164,         0.075310
  208, 209, 604663.0752, 5197406.974,         1.537134,         2.733790,         0.562272,        -0.002853,         0.000688,        -4.145189,         0.058539,         0.022827,         2.564484,         0.319688,         0.268140,         1.192242,        -1.094662,         2.119104,        -0.516568,         0.009354,         0.028802,         0.324768,        -0.001932,         0.001906,        -1.013493,         0.000000,         0.265778,         0.241719,         0.083673
  209, 210, 605145.405, 5176231.231,         1.537923,         2.753379,         0.558558,        -0.002287,         0.000648,        -3.529264,         0.098322,         0.024648,         3.989006,         0.009364,         0.270285,         0.034647,         0.669799,         2.177176,         0.307646,        -0.014921,         0.029503,        -0.505746,        -0.000682,         0.001970,        -0.346043,         0.000000,         0.182491,         0.258015,         0.079362
  210, 211, 628565.7598, 5178505.887,        -0.120441,         2.784722,        -0.043251,        -0.002654,         0.000723,        -3.672898,         0.080573,         0.025021,         3.220253,        -0.107992,         0.265105,        -0.407357,        -1.925515,         2.177146,        -0.884422,         0.016554,         0.029357,         0.563879,        -0.000559,         0.002107,        -0.265410,         0.000000,         0.446081,         0.292813,         0.053467
  211, 212, 607621.745, 5185296.454,         1.630232,         2.752690,         0.592232,        -0.002479,         0.000675,        -3.671192,         0.081148,         0.023365,         3.472994,         0.097593,         0.271682,         0.359219,         0.155467,         2.148972,         0.072345,        -0.006517,         0.029144,        -0.223613,        -0.000626,         0.001833,        -0.341363,         0.000000,         0.164138,         0.229950,         0.052997
  212, 213, 619060.0481, 5182274.604,         0.140321,         2.827686,         0.049624,        -0.002021,         0.000704,        -2.870127,         0.084616,         0.025076,         3.374346,         0.016733,         0.264312,         0.063306,        -0.632932,         2.213613,        -0.285927,         0.003624,         0.029936,         0.121043,        -0.000713,         0.002102,        -0.339257,         0.000000,         0.847001,         0.245804,         0.029970
  213, 214, 611894.2175, 5184159.455,         0.911324,         2.703535,         0.337086,        -0.001891,         0.000650,        -2.908747,         0.082932,         0.022799,         3.637529,         0.122634,         0.264193,         0.464183,         0.206277,         2.104751,         0.098005,        -0.006567,         0.028533,        -0.230150,        -0.000614,         0.001765,        -0.347916,         0.000000,         0.514867,         0.204337,         0.127939
  214, 215, 631608.2396, 5188665.756,         0.435749,         2.809647,         0.155090,        -0.002931,         0.000736,        -3.983055,         0.056555,         0.025607,         2.208543,         0.053346,         0.263764,         0.202248,        -2.443912,         2.199452,        -1.111146,         0.024244,         0.029761,         0.814601,        -0.001113,         0.002128,        -0.523037,         0.000000,         0.527676,         0.257329,         0.069722
  215, 216, 629692.1378, 5180036.782,        -0.039689,         2.864583,        -0.013855,        -0.002866,         0.000758,        -3.781720,         0.076430,         0.025991,         2.940626,        -0.122181,         0.274345,        -0.445354,        -2.213293,         2.245789,        -0.985530,         0.019996,         0.030232,         0.661393,        -0.000354,         0.002198,        -0.161154,         0.000000,         0.092900,         0.295872,         0.048374
  216, 217, 629298.0091, 5191396.511,         0.529778,         2.770983,         0.191188,        -0.002702,         0.000700,        -3.859978,         0.051319,         0.024909,         2.060226,         0.133000,         0.257721,         0.516063,        -2.236088,         2.167151,        -1.031810,         0.022645,         0.029399,         0.770250,        -0.001562,         0.002076,        -0.752643,         0.000000,         0.303545,         0.232327,         0.059021
  217, 218, 602584.5477, 5199364.143,         1.325327,         2.646144,         0.500852,        -0.002820,         0.000666,        -4.231153,         0.061741,         0.022203,         2.780715,         0.284728,         0.257566,         1.105457,        -1.165612,         2.051357,        -0.568215,         0.010155,         0.027867,         0.364427,        -0.001944,         0.001850,        -1.050349,         0.000000,         0.713837,         0.246681,         0.041750
  218, 219, 614412.9294, 5176900.203,         0.386251,         2.787982,         0.138541,        -0.001771,         0.000682,        -2.598908,         0.101500,         0.024705,         4.108438,         0.054942,         0.264941,         0.207375,         0.243161,         2.185776,         0.111247,        -0.009441,         0.029627,        -0.318658,        -0.001041,         0.002010,        -0.518126,         0.000000,         0.562707,         0.254999,         0.043916
  219, 220, 607340.04, 5198506.602,         1.640191,         2.777488,         0.590530,        -0.002730,         0.000690,        -3.956577,         0.050566,         0.023330,         2.167458,         0.371713,         0.277082,         1.341528,        -1.132708,         2.158562,        -0.524751,         0.009869,         0.029349,         0.336275,        -0.002185,         0.001970,        -1.109109,         0.000000,         0.144271,         0.224554,         0.107076
  220, 221, 615188.3811, 5181072.612,         0.259056,         2.777755,         0.093261,        -0.001724,         0.000683,        -2.521875,         0.093531,         0.024209,         3.863536,         0.097998,         0.267430,         0.366444,         0.044644,         2.172397,         0.020551,        -0.005243,         0.029388,        -0.178411,        -0.000978,         0.001982,        -0.493491,         0.000000,         0.819018,         0.230817,         0.068706
  221, 222, 622387.6441, 5178096.969,        -0.384699,         3.019691,        -0.127397,        -0.002292,         0.000782,        -2.930422,         0.095029,         0.027539,         3.450724,        -0.147649,         0.286995,        -0.514465,        -1.275427,         2.361840,        -0.540014,         0.008921,         0.031852,         0.280079,        -0.000653,         0.002487,        -0.262367,         0.000000,         0.095896,         0.301362,         0.053166
  222, 223, 613872.1485, 5175588.719,         0.498315,         2.774096,         0.179631,        -0.001810,         0.000673,        -2.690038,         0.102162,         0.024619,         4.149733,         0.039787,         0.262675,         0.151469,         0.302589,         2.176802,         0.139006,        -0.010535,         0.029536,        -0.356696,        -0.001005,         0.001988,        -0.505255,         0.000000,         0.761990,         0.258876,         0.049049
  223, 224, 619242.8056, 5195635.056,         1.242584,         2.790560,         0.445281,        -0.001899,         0.000647,        -2.934523,         0.038150,         0.023816,         1.601894,         0.307348,         0.266123,         1.154912,        -1.026018,         2.175601,        -0.471602,         0.009539,         0.029673,         0.321473,        -0.002256,         0.001983,        -1.137600,         0.000000,         0.746976,         0.146020,         0.100731
  224, 225, 619211.842, 5200420.328,         1.050445,         2.748058,         0.382250,        -0.002033,         0.000637,        -3.192683,         0.038719,         0.023484,         1.648782,         0.312245,         0.267220,         1.168495,        -1.389074,         2.141912,        -0.648521,         0.013481,         0.029202,         0.461663,        -0.002789,         0.001992,        -1.400196,         0.000000,         0.794368,         0.165333,         0.053715
  225, 226, 609101.2685, 5180122.778,         1.074327,         2.911864,         0.368948,        -0.002000,         0.000701,        -2.854162,         0.097258,         0.025346,         3.837201,         0.061820,         0.285488,         0.216540,         0.594638,         2.290509,         0.259609,        -0.013070,         0.030977,        -0.421933,        -0.000636,         0.001999,        -0.317972,         0.000000,         0.692624,         0.233091,         0.054161
  226, 227, 632109.6431, 5187482.36,         0.365021,         2.793655,         0.130661,        -0.002939,         0.000735,        -3.999044,         0.059416,         0.025468,         2.332953,         0.027139,         0.263256,         0.103092,        -2.437195,         2.186860,        -1.114473,         0.023894,         0.029569,         0.808085,        -0.001003,         0.002112,        -0.474700,         0.000000,         0.383511,         0.264053,         0.120385
  227, 228, 607882.219, 5195381.365,         1.896374,         2.775997,         0.683132,        -0.002718,         0.000691,        -3.935090,         0.051937,         0.023175,         2.241069,         0.363473,         0.276117,         1.316375,        -0.824614,         2.155283,        -0.382601,         0.006026,         0.029310,         0.205601,        -0.001890,         0.001951,        -0.968519,         0.000000,         0.835559,         0.221216,         0.060834
  228, 229, 607131.881, 5185808.074,         1.693950,         2.718437,         0.623134,        -0.002552,         0.000670,        -3.809215,         0.079694,         0.023073,         3.453994,         0.109936,         0.267927,         0.410322,         0.082243,         2.121310,         0.038770,        -0.005637,         0.028778,        -0.195876,        -0.000710,         0.001824,        -0.389139,         0.000000,         0.161750,         0.234118,         0.054173
  229, 230, 627346.0895, 5201105.558,         0.571884,         2.681190,         0.213295,        -0.002267,         0.000631,        -3.595934,         0.046265,         0.023192,         1.994834,         0.233200,         0.253282,         0.920713,        -1.906000,         2.096202,        -0.909263,         0.019257,         0.028534,         0.674872,        -0.002658,         0.001971,        -1.348901,         0.000000,         0.300065,         0.198552,         0.104685
  230, 231, 620349.895, 5173941.073,        -0.242423,         2.856008,        -0.084882,        -0.001958,         0.000723,        -2.707760,         0.102157,         0.025709,         3.973525,        -0.071133,         0.268748,        -0.264684,        -0.622320,         2.233327,        -0.278652,         0.000134,         0.030239,         0.004444,        -0.001017,         0.002197,        -0.462792,         0.000000,         0.056072,         0.289915,         0.061432
  231, 232, 604062.6384, 5179813.881,         1.787450,         2.847771,         0.627667,        -0.002528,         0.000689,        -3.667940,         0.095896,         0.025343,         3.783911,         0.001995,         0.284179,         0.007019,         0.616009,         2.254207,         0.273271,        -0.013705,         0.030493,        -0.449449,        -0.000565,         0.002022,        -0.279508,         0.000000,         0.454313,         0.256017,         0.082717
  232, 233, 620783.4227, 5200574.436,         0.897090,         2.705120,         0.331627,        -0.002081,         0.000628,        -3.312064,         0.040887,         0.023190,         1.763119,         0.292449,         0.261218,         1.119562,        -1.521932,         2.110768,        -0.721032,         0.015072,         0.028759,         0.524073,        -0.002754,         0.001967,        -1.400279,         0.000000,         0.255550,         0.173269,         0.091642
